Spanish Word,Translation,Gender,Part-of-Speech
attogramo,attogram,m,{noun}
atuendo,"attire, clothing, dress; pomp, ostentation",m,{noun}
atufar,to vex,,{v}
aturdimiento,"daze, stupor; stupefaction",m,{noun}
aturdir,"to stun, to daze, to dumbfound",,{v}
audacia,audacity,f,{noun}
audaz,"audacious, bold, daring",,{adj}
audífono,earphone; hearing aid,m,{noun}
audibilidad,audibility,f,{noun}
audición,audition; hearing,f,{noun}
audiencia,audience,f,{noun}
audio,audio,m,{noun}
audioguía,audio guide,f,{noun}
audiovisual,audiovisual,,{adj}
auditar,to audit,,{v}
auditivo,auditory,,{adj}
auditora,auditor,f,{noun}
auditoría,audit,f,{noun}
auge,"peak, zenith",m,{noun}
augurar,to foretell,,{v}
Augustín,"male given name, akin to Augustine.",,{prop}
açul,obsolete form of azul; obsolete form of azul,,{adj}; {n}
aula,classroom,f,{noun}
aullar,"to howl, bay",,{v}
aullido,"howl, howling, ook, yip, yelp, yap",m,{noun}
aumentado,"augmented, increased",,{adj}
aumentador,augmenter,m,{noun}
aumentar,to grow; to increase,,{v}
aumentarse,to accumulate; to increase; to augment,,{v}
aumentativo,augmentative; augmentative,adj [grammar]; m [grammar],{noun}
aumento,increase; raise,m,{noun}
aun,even,,{adv}
aunar,to unite; to join; to merge,,{vr}; {vt}
aun así,"anyway, even so",,{adv}
aunque,"and though; although; even though; even if, irrespective of (followed by subjunctive verb form)",,{conj}
aupar,"to lift or raise someone; to praise, to extol",,{vt}
aura,"aura; The turkey vulture and related species in the genus Cathartes, carrion-eating birds native to the Americas",f,{noun}
aurícula,Either of the atrial chambers of the heart; atrium,f,{noun}
Aurelia,"female given name, cognate to the English Aurelia",,{prop}
Aurelio,"male given name, cognate to Aurelius",,{prop}
aureola,areola; corona; halo (luminous disc around the heads of saints),f [anatomy]; f [astronomy]; f,{noun}
auricular,auricular; auricular (finger); earpiece of a telephone; headphone,,{adj}; {noun}; {noun}; {noun}
auriga,charioteer,"m [poetic, literary]",{noun}
aurora,aurora,f,{noun}
Aurora,female given name; ,,{prop}; {noun}
aurora austral,aurora australis,f,{noun}
aurora boreal,aurora borealis,f,{noun}
auscultación,auscultation,f,{noun}
auscultar,to auscultate,,{v}
ausencia,absence,f,{noun}
ausentar,to send away,,{v}
ausentarse,to absent oneself,,{vr}
ausente,absent,,{adj}
auspiciar,to sponsor,,{v}
auspicio,A sign or omen; The patronage or protection given by an entity; auspice,"m; m [chiefly, plural]",{noun}
auspicios,auspices (the patronage and protection of some entity),mp,{noun}
austeridad,austerity,f,{noun}
austero,austere,,{adj}
austríaco,Austrian (relating to Austria); Austrian (Austrian person),,{adj}; {noun}
Australia,,,"{prop} [l/en, Australia]"
australiano,Australian; Australian (person),,{adj}; {noun}
Austria,,,"{prop} [l/en, Austria]"
austriaco,Austrian (relating to Austria); Austrian (Austrian person),,{adj}; {noun}
autarcheia,economic self-sufficiency,f,{noun}
autócrata,autocrat,mf,{noun}
autóctono,autochthonous; autochthon,,{adj}; {noun}
autenticar,authenticate,,{v}
autenticidad,authenticity,f,{noun}
autentificar,to authenticate,,{v}
autógrafo,autograph,m,{noun}
autismo,autism,m [clinical psychology],{noun}
autista,autistic; autistic,,{adj}; {noun}
autómata,automaton,m,{noun}
autónomo,autonomous,,{adj}
auténtico,"authentic; genuine; true, real",,{adj}
auto,"A short dramatic play with biblical or allegorical characters; car; Order, or writ, or resolution; writ","m; m [legal, formal]; m",{noun}
autoabastecerse,to become self-sufficient,,{vr}
autoafirmación,The quality of being self-assured; assertiveness,f,{noun}
autoaniquilación,self-annihilation,f,{noun}
autobiografía,autobiography,f,{noun}
autobiográfico,autobiographical,,{adj}
auto bomba,car bomb,f,{noun}
autobús,"bus, coach",m,{noun}
autocaravana,A motor home,f,{noun}
autoclave,autoclave,f,{noun}
autocontrol,self-control,m,{noun}
autocracia,autocracy,f,{noun}
autocrítica,self-criticism,f,{noun}
autocráticamente,autocratically,,{adv}
autocrático,autocratic,,{adj}
autodefensa,self-defence,f,{noun}
autodescubrimiento,self-discovery,m,{noun}
autodestrucción,self-destruction,f,{noun}
autodestructible,self-destructing,,{adj}
autodestruir,to self-destruct,,{v}
autodeterminación,self-determination,f,{noun}
autodual,self-dual,adj [mathematics],{noun}
autoespacio,eigenspace,m [linear algebra],{noun}
autoestima,self-esteem,f,{noun}
autoestop,hitchhiking,m,{noun}
autoestopista,hitchhiker (a person who hitchhikes),mf,{noun}
autofelación,autofellatio,f,{noun}
autogobernado,self-governing,,{adj}
autografiar,to autograph,,{v}
autohipnosis,self-hypnosis,f,{noun}
automatización,automation,f,{noun}
automatizar,to automate,,{vt}
automotor,automotive,,{adj}
automotriz,automotive,,{adj}
automovilismo,"motor racing, auto racing",m,{noun}
automovilista,car driver,f,{noun}
automovilístico,Related to automobile racing,,{adj}
automáticamente,automatically; mechanically,,{adv}
automático,automatic,,{adj}
automutilación,self-mutilation,f,{noun}
automóvil,An automobile; a car,m,{noun}
autonómico,autonomous,,{adj}
autonomía,autonomy,f,{noun}
autopista,"motorway, freeway",f,{noun}
autopsia,autopsy,f,{noun}
autor,author,m,{noun}
autora,(female) author,f,{noun}
autoría,authorship; responsibility,f,{noun}
autoridad,authority,f,{noun}
autoritario,authoritarian,,{adj}
autoritativo,authoritative,,{adj} [rare]
autorización,authorization,f,{noun}
autorizado,authorized; definitive; authoritative,,{adj}
autorizar,to authorize,,{v}
autorretrato,self-portrait,m,{noun}
autosacrificio,self-sacrifice,m,{noun}
autosómico,autosomal,,{adj}
autosoma,autosome,f [genetics],{noun}
autosuficiencia,self-sufficiency,f,{noun}
autotomía,autotomy,f,{noun}
autotrasplante,autotransplant,m [surgery],{noun}
autotrófico,autotrophic,,{adj}
autovalor,eigenvalue,m [linear algebra],{noun}
autovector,eigenvector,m [linear algebra],{noun}
autótrofa,feminine form of autótrofo,f,{noun}
autótrofo,autotrophic; autotroph,,{adj}; {noun}
auxiliar,auxiliary; to aid,,{adj}; {v}
auxilio,"aid, help",m,{noun}
auyama,squash,"f [Venezuela, Colombia, Dominican Republic]",{noun}
aval,countersignature; endorsement,m,{noun}
avalancha,avalanche,f,{noun}
avalar,to endorse,,{v}
avance,advance; advance payment; progress,m,{noun}
avanzado,advanced,,{adj}
avanzar,to advance,,{v}
avara,miser (female),f,{noun}
avaricia,"avarice, greed",f,{noun}
avaricioso,"avaricious, greedy",,{adj}
avaro,avaricious; mean; miser,,{adj}; {noun}
avasallar,"to subdue, to subjugate; to subject",,{v}
Avda.,abbreviation of avenida (avenue),f,{noun}
ave,"bird; fowl, poultry; train From the acronym AVE (Alta Velocidad Española) meaning high speed train (written mostly all caps)",f; f [Chile]; f [Spain],{noun}
a veces,sometimes; occasionally; at times,adv [idiomatic],{noun}
avecinar,to bring near; to impend,,{v}
ave del paraíso,bird of paradise,f,{noun}
avefría,lapwing (bird belonging to the subfamily Vanellinae),f,{noun}
avellana,hazelnut,f,{noun}
avellano,hazel tree (genus Corylus),m,{noun}
avemaría,Angelus; Hail Mary,m,{noun}
avena,oat; oatmeal porridge; oats,f,{noun}
avenate,gruel,m,{noun}
avenida,avenue,f,{noun}
avenir,"to happen; to agree, accept; to reconcile",,{vi} [dated]; {vr}; {vt}
aventajar,to surpass,,{v}
aventón,hitchhiking; push,"m [Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Panama]; m [Ecuador, GuatemalaHonduras, Mexico, Nicaragua, Peru]",{noun}
aventura,adventure; fling,f,{noun}
aventurar,to risk; to venture (an opinion),,{v}
aventurera,feminine form of aventurero,f,{noun}
aventurero,adventuresome; adventurous; adventurer,,{adj}; {noun}
ave pasajera,"migrant, bird of passage",f,{noun}
a ver,"indicates the need or desire of find out, verify or demonstrate; show me; let me see; let's see; used to encourage or challenge; go!",,{interj}
avería,breakdown,f,{noun}
ave rapaz,bird of prey (carnivorous bird),f,{noun}
avergonzado,ashamed,,{adj}
avergonzar,to embarrass,,{vt}
avergonzarse,"to embarrass oneself, be ashamed",,{v}
averiar,to break (breakdown); to damage,,{v}
averiguable,ascribable,,{adj}
averiguar,"to discover, find out; to investigate; to verify",,{vt}
aversión,aversion,f,{noun}
avestruz,ostrich,m,{noun}
avetoro,bittern (bird),m,{noun}
avezado,seasoned,,{adj}
avezar,"accustom, inure, familiarize",,{vt}
aviación,aviation,f,{noun}
aviador,aviator,m,{noun}
aviar,of birds. avian; to get ready; to hurry; to prepare,,{adj}; {v}; {v}; {v}
avidez,"eagerness; greed, avarice",f,{noun}
avión,"aeroplane, airplane, plane; martin, swallow",m,{noun}
avinagrar,to go/turn sour; to sour,,{vr}; {v}
avión cisterna,tanker plane,m,{noun}
avión común,house martin,m,{noun}
avión de papel,paper airplane,m,{noun}
avioneta,light aircraft,f,{noun}
avisar,to notify,,{v}
aviso,announcement; warning,m,{noun}
avispa,crafty person; one who angers easily; wasp (insect),f,{noun}
avispado,"astute, sly, clever",,{adj}
avispero,complicated mess; wasp nest,m [colloquial]; m,{noun}
avispilla,diminutive form of avispa,f,{noun}
avispón,hornet,m,{noun}
avistaje,sighting,m,{noun}
avistamiento,sighting,m,{noun}
avistar,to sight,,{v}
avivar,"to wake up, get clever (become more aware); to enliven",,{vp} [context]; {v}
avizorar,to spy on,,{v}
avoceta,"The avocet, a bird",f,{noun}
axila,armpit,f [anatomy],{noun}
axilar,axillary; axil,,{adj}; {noun}
axioma,axiom (all senses),m,{noun}
axiomático,axiomatic,,{adj}
AXJ,Spanish political party: Acción por la Justicia,initialism,{noun}
axón,axon (nerve fibre),m,{noun}
axocopaque,teaberry,m,{noun}
axonométrico,axonometric,,{adj}
ay,"A stereotypical sound of a Latino or Latina (e.g. ¡Ay Papi!, something like saying ""Oh Baby!""); Expresses pain or sorrow",,{interj}
ayahuasca,a psychotropic concoction prepared from said vine; ayahuasca,f,{noun}
ayahuasquera,A woman who administers or uses ayahuasca,m,{noun}
ayahuasquero,A man who administers or uses ayahuasca; a shaman,m,{noun}
ayate,"A cloak-like garment made from this cloth; A cloth made from the fiber of the maguey plant, similar to henequen or sisal",m [historical]; m [Mexico],{noun}
ayatolá,Ayatollah,m,{noun}
ay ay ay,acknowledging a mistake or surprise; whoops-a-daisy,,{interj}
ayer,yesterday; day's gone by; yesteryear; the past; yesterday,,{adv}; {noun}; {noun}
aymara,Aymara (indigenous people of South America); Aymara (language),m,{noun}
ayo,Person who takes care of children; tutor,m,{noun}
ayote,"pumpkin, squash",m [Central America],{noun}
ayotoste,armadillo,m [Mexican Indian],{noun}
ayto,abbreviation of ayuntamiento,m,{noun}
ayuda,"help, aid, assistance; helper",f; mf,{noun}
ayudante,"auxiliary; helper, assistant",,{adj}; {noun}
ayudar,to help,,{v}
ayunar,to fast,,{vi}
ayuno,fasting (without having eaten); fast (time without eating),,{adj}; {noun}
ayuntamiento,"a corporation or body of magistrates in cities and towns, corresponding to mayor and aldermen",m,{noun}
ayuntar,"to have sexual intercourse; to join, to gather, compare juntar",,{vr}; {v}
ayuso,down,,{adv} [obsolete]
azabache,"Having a jet colour; of a deep black, and often glistening, colour; Jet; a form of compact, glistening coal often used in jewelry",,{adj}; {noun}
azada,hoe (agricultural tool),f,{noun}
azadiractina,azadirachtin,f,{noun}
azadón,hoe,m,{noun}
azafata,stewardess,f [Spain],{noun}
azafate,flat basket; tray,m,{noun}
azafranado,saffron colored,,{adj}
azafranar,to color saffron; to mix with saffron,,{v}
azafrán,saffron,m,{noun}
azahar,lemon blossom; orange blossom,m,{noun}
azalea,azalea,f,{noun}
azar,"cushion side of a billiard pocket; losing card, losing throw; luck, chance; misfortune, accident; obstacle, hazard",m; m [games]; m; m; m,{noun}
azaroso,"random; unlucky, unfortunate",,{adj}
azúcar,sugar,mf,{noun}
azúcar flor,powdered sugar,m,{noun}
azúcar glas,powdered sugar,m,{noun}
azúcar moreno,brown sugar,m,{noun}
azerí,Azeri (language); Azeri (person); Azeri language; ethnic Azeri; Azerbaijani,,{adj}; {noun}; {noun}
azerbaiyano,Azeri (pertaining to Azerbaijan); Azeri (person); Azeri (language),,{adj}; {noun}; {prop}
Azerbaiyán,Azerbaijan (country in Eastern Europe),,{prop}
azófar,brass,m,{noun}
azimut,alternative spelling of azimuth,f,{noun}
azimutal,alternative spelling of acimutal,,{adj}
azina,azine,f [organic compound],{noun}
azálea,alternative form of azalea,f [Mexico],{noun}
azúmbar,"spikenard; water plantain, Damasonium stellatum",m,{noun}
azolvar,"to clog something, particularly a pipe or conduit",,{v}
azor,a goshawk bird,m [ornithology],{noun}
azorar,to startle,,{v}
Azores,the Azores,,{prop}
azotador,one who whips; whipper,m,{noun}
azotar,"to whip, flog",,{v}
azote,"scourge, a multi-tail whip, as used by flagellants for mortification of the sinful flesh",m,{noun}
azotea,"(head) bonce, noggin; flat roof, terrace roof",f [colloquial]; f,{noun}
azteca,Aztec; Aztec,,{adj}; {noun}
aztequismo,nahuatlism,m,{noun}
azucarar,to sugar; to add sugar to,,{v}
azucarera,sugar bowl; sugar factory,f,{noun}
azucarero,pertaining or related to sugar; sugar bowl,,{adj}; {noun}
azucarillo,sugar lump,m,{noun}
azucena,lily,f,{noun}
Azucena,"female given name, comparable to the English Lily",,{prop}
azuela,adze,f,{noun}
azufrar,to bleach; to sulfur (to treat with sulfur),,{vt}
azufre,sulfur,m,{noun}
azul,blue; blue,,{adj}; {noun}
azulado,"bluish, blue colored",,{adj}
azul de cobalto,cobalt blue,m,{noun}
azulejar,to tile,,{v}
azulejo,"blue colored; indigo bunting, Passerina cyanea; cornflower, Centaurea cyanus; tile",,{adj}; {noun}; {noun}; {noun}
azur,azure (sky-blue coloured),,{adj}
azurita,"Azurite: a soft, deep blue copper mineral",f,{noun}
azuzar,to incite,,{v}
ábaco,abacus,m,{noun}
ábaco neperiano,Napier's bones,m,{noun}
ábrego,African; southwest wind,m [obsolete]; m,{noun}
ábrigo,desert wind,"m [rare, dialectal]",{noun}
ábsida,apse,f,{noun}
ábside,apse,m,{noun}
ábsit,"go away (declares a desire that something should go far from the speaker, or that God free them of it)",,{interj}
ácana,Name of tree belonging to the Sapotaceae family; Manilkara bidentata; balatá; Wood of this tree,f,{noun}
ácaro,mite; order of mites,"m; m [plural, zoology]",{noun}
ácere,alternative spelling of arce,m,{noun}
ácero,"hornless (for vertebrates), antennaless (for arthropods)",,{adj} [zoology]
ácido,"acidic; harsh; sharp, tart; acid",,{adj}; {noun}
ácido acetilneuramínico,acetylneuraminic acid,m [organic compound],{noun}
ácido acetilsalicílico,"acetylsalicylic acid, aspirin",m [organic compound],{noun}
ácido acrílico,acrylic acid,m [organic compound],{noun}
ácido acético,acetic acid,m [organic compound],{noun}
ácido adípico,adipic acid,m [organic compound],{noun}
ácido aldónico,aldonic acid,m [organic compound],{noun}
ácido aminobenzoico,aminobenzoic acid,m [organic compound],{noun}
ácido aminobutírico,aminobutyric acid,m [organic compound],{noun}
ácido araquidónico,arachidonic acid,m [organic compound],{noun}
ácido ascórbico,ascorbic acid,m [organic compound],{noun}
ácido aspártico,aspartic acid,"m [organic compound, amino acid]",{noun}
ácido benzoico,benzoic acid,m,{noun}
ácido betahidroxibutírico,beta-Hydroxybutyric acid,m,{noun}
ácido butírico,butyric acid,m [organic compound],{noun}
ácido carboxílico,carboxylic acid,m,{noun}
ácido carmínico,carminic acid,m,{noun}
ácido cianhídrico,hydrocyanic acid,m,{noun}
ácido clorhídrico,hydrochloric acid,m [inorganic chemistry],{noun}
ácido cloroacético,chloroacetic acid,m [organic compound],{noun}
ácido clórico,chloric acid,m [chemistry],{noun}
ácido cítrico,citric acid,m [organic compound],{noun}
ácido desoxirribonucleico,deoxyribonucleic acid (DNA),m,{noun}
ácido fólico,folic acid,m,{noun}
ácido fulmínico,fulminic acid,m,{noun}
ácido fumárico,fumaric acid,m,{noun}
ácido glicocólico,glycocholic acid,m [organic compound],{noun}
ácido glucurónico,glucuronic acid,m,{noun}
ácido glutámico,glutamic acid,m [amino acid],{noun}
ácido graso,fatty acid,m [chemistry],{noun}
ácido isocítrico,isocitric acid,m,{noun}
ácido láctico,lactic acid,m,{noun}
ácido linoleico,linoleic acid,m,{noun}
ácido málico,malic acid,m,{noun}
ácido neuramínico,neuraminic acid,m,{noun}
ácido nítrico,nitric acid,m [inorganic chemistry],{noun}
ácido nucleico,nucleic acid,m [biochemistry],{noun}
ácido oleico,oleic acid,m,{noun}
ácido oxaloacético,oxaloacetic acid,m [organic compound],{noun}
ácido oxálico,oxalic acid,m,{noun}
ácido palmítico,palmitic acid,m,{noun}
ácido pícrico,picric acid,m [organic compound],{noun}
ácido permangánico,permanganic acid,m,{noun}
ácido pirúvico,pyruvic acid,m,{noun}
ácido quenodesoxicólico,chenodeoxycholic acid,m [organic compound],{noun}
ácido racémico,racemic acid,m [organic compound],{noun}
ácido ribonucleico,ribonucleic acid (RNA),m [biochemistry],{noun}
ácido úrico,uric acid,m [organic compound],{noun}
ácido siálico,sialic acid,m [organic compound],{noun}
ácido sórbico,sorbic acid,m [organic compound],{noun}
ácido succínico,succinic acid,m [organic compound],{noun}
ácido sulfónico,sulfonic acid,m [chemistry],{noun}
ácido sulfúrico,sulfuric acid,m [inorganic chemistry],{noun}
ácido sulfuroso,sulfurous acid,m [inorganic compound],{noun}
ácido tartárico,tartaric acid,m [organic compound],{noun}
ácido taurocólico,taurocholic acid,m [organic compound],{noun}
ácido timidílico,thymidylic acid,m [organic compound],{noun}
ácido tricloroacético,trichloroacetic acid,m [organic compound],{noun}
ácido valproico,valproic acid,m [organic compound],{noun}
ácido valérico,valeric acid,m [organic compound],{noun}
ácido xántico,xanthic acid,m [organic compound],{noun}
áfido,aphid,m,{noun}
África,"Africa (continent); female given name shortened from María (de) África, an epithet of the Virgin Mary as Our Lady of Africa",,{prop}
áfrico,African,,{adj} [poetic]
ágape,agape; spiritual love; banquet,m,{noun}
ágata,agate,f,{noun}
ágil,agile,,{adj}
ágilmente,"nimbly, agilely",,{adv}
ágora,agora,f [historical],{noun}
Águeda,"female given name, cognate to English Agatha",,{prop}
