Spanish Word,Translation,Prevalence,Gender,Part-of-Speech
decorado,"decorated, decor, paste-on panel ( leather ) inlay, set",0.78,,ADJ
decorador,"interior decorator, decorator",0.5,,ADJ
decorar,"to decorate, decorate",0.83,,VERB
decorarla,"to decorate, decorate it",0.64,,VERB
decorarlo,decorate it,0.26,,VERB
decorativo,decorative,0.72,,ADJ
decorer,"decorate, decorer",0.26,,VERB
decoro,decorum,0.68,M,NOUN
decorosamente,"decorously, decently",0.26,,ADV
decrecido,"decreased, tailed off",0.26,,ADJ
decrecimiento,decrease,0.5,M,NOUN
decremento,"decrement, decrease",0.26,M,NOUN
decrepitud,decrepitude,0.59,F,NOUN
decretado,"decreed, to order",0.68,,ADJ
decrépito,decrepit,0.68,,ADJ
decurso,"course, of course",0.71,M,NOUN
decálogo,decalogue,0.5,M,NOUN
decán,"dean, decan",0.26,,PROPN
decídete,make up your mind,0.26,,PUNCT
decírle,tell him,0.26,,VERB
decíroslo,"let us know, tell you",0.26,,VERB
dedal,thimble,0.26,M,NOUN
dedazo,"dedazo, finger",0.26,,PROPN
dedender,"dedender, to defend",0.26,,VERB
dedicación,dedication,0.86,F,NOUN
dedicado,dedicated,0.96,,ADJ
dedicar,"to dedicate, dedicate",0.93,,VERB
dedicaria,"i would dedicate, dedicate",0.26,,DET
dedicarla,dedicate it,0.26,,VERB
dedicarlas,dedicate them,0.5,,VERB
dedicarle,dedicate,0.71,,VERB
dedicarles,"dedicate to them, dedicate",0.26,,VERB
dedicarlo,dedicate it,0.59,,VERB
dedicarme,"dedicate, dedicate myself",0.84,,VERB
dedicarnos,"dedicate ourselves, dedicate",0.75,,VERB
dedicaros,"dedicate yourself, dedicate",0.26,,VERB
dedicarse,dedicate,0.92,,VERB
dedicarte,"dedicate yourself, dedicate",0.78,,VERB
dedicarunacancion,"dedicate a song, dedicatea song",0.26,,PROPN
dedicatoria,dedication,0.69,F,NOUN
dedicir,"dedicir, dedicate",0.26,,VERB
dedicárselas,"dedicate them, dedicate them to you",0.5,,VERB
dedidad,"dedity, dedication",0.26,F,NOUN
dedo,"dedo (finger), finger",0.96,M,NOUN
dedocar,"dedicate, finger",0.59,,VERB
deducción,deduction,0.59,F,NOUN
deduces,"to deduce, deduces, you deduce",0.5,,VERB
deducido,deducted,0.26,,ADJ
deducir,"file (an actionb), to deduce, deduct",0.87,,VERB
deducirse,"be deducted, deduct",0.26,,VERB
deductivamente,deductively,0.26,,ADV
deductivo,deductive,0.5,M,NOUN
dedícale,dedicate,0.5,,DET
deeee,deeee,0.26,,PROPN
deepfakes,deepfakes,0.26,,VERB
deer,"deer, to owe",0.64,,PROPN
def,def,0.26,,PROPN
default,default,0.26,F,NOUN
defecar,defecate,0.26,,VERB
defección,defection,0.26,F,NOUN
defecto,"flaw, defect, fault",0.94,M,NOUN
defectuoso,"faulty, defective",0.73,M,NOUN
defederación,defederation,0.26,F,NOUN
defender,"defend, to defend",0.99,,VERB
defenderla,"defend it, defend her, to defend",0.5,,VERB
defenderlas,"defend them, to defend",0.59,,VERB
defenderlo,"defend it, to defend",0.73,,VERB
defenderlos,"defend them, to defend",0.64,,VERB
defenderme,defend myself,0.26,,VERB
defendernos,"to defend ourselves, defend ourselves, ""... and i have lost it."", to defend",0.79,,VERB
defenderos,"defend yourselves, to defend",0.64,,VERB
defenderse,"to defend, fend, fight back",0.91,,VERB
defenderte,"to defend, stand up for yourself, defend yourself",0.5,,VERB
defenderé,"i will defend, I will defend, to defend",0.59,,VERB
defendible,defensible,0.59,,VERB
defenestración,"defenestration, downfall",0.5,F,NOUN
defensa,"boarding fender, defense, defending",0.99,F,NOUN
defense,defense,0.59,F,NOUN
defensibilidad,defensibility,0.26,F,NOUN
defensivo,defensive,0.79,,ADJ
defensor,"defending, ombudsman, advocate",0.94,M,NOUN
defensora,"defense lawyer, advocate, defender",0.79,F,NOUN
defensoría,"defense, ombudsman's office, ombudsman, advocacy",0.97,F,NOUN
deferencia,deference,0.75,F,NOUN
deferente,"deferent, deferential",0.26,,ADV
deficiencia,"deficiency, fault",0.5,F,NOUN
deficit,deficit,0.59,M,NOUN
defición,definition,0.26,F,NOUN
defiender,defend,0.26,,VERB
defin,define,0.26,,VERB
definción,definition,0.26,F,NOUN
definicion,definition,0.71,,PROPN
definición,definition,0.97,F,NOUN
definicón,definition,0.26,M,NOUN
definido,"definite, clearly-defined, defined",0.93,,ADJ
definio,defined,0.26,,VERB
definion,definition,0.26,,PROPN
definir,"define, to define, defining",0.96,,VERB
definirla,"define it, to define, define the",0.64,,VERB
definirlas,"to define, define them",0.5,,VERB
definirlo,"define it, to define",0.68,,VERB
definirlos,define them,0.26,,VERB
definirme,define me,0.26,,VERB
definirnos,"define us, define ourselves",0.26,,VERB
definirse,"define yourself, to define, be defined",0.74,,VERB
definiré,"will define, I will define",0.26,,VERB
definitivamente,"once and for all, definitely",0.95,,ADV
definitivo,definitive,0.92,,ADJ
definitorio,"defining, distinctive",0.64,,ADJ
defis,"really, defis",0.73,M,NOUN
deflacionario,deflationary,0.59,F,NOUN
deflacionista,deflationary,0.26,F,NOUN
deflación,deflation,0.5,F,NOUN
deflagración,deflagration,0.5,F,NOUN
deforestación,deforestation,0.79,F,NOUN
deforestar,deforest,0.26,,VERB
deformación,"deformation, distortion",0.81,F,NOUN
deformado,"to distort, deformed",0.73,,ADJ
deformar,"deform, to distort",0.59,,VERB
deformarlo,deform it,0.26,,VERB
deformarse,"deform, warp",0.26,,VERB
deformidad,deformity,0.68,F,NOUN
defragmentado,"defragmenting, defragmented",0.26,,ADJ
defraudado,"disappointed, defrauded, to disappoint",0.79,,ADJ
defraudar,"defraud, to disappoint",0.68,,VERB
defraudes,"fraud, defraud",0.26,,PROPN
defunción,death,0.82,F,NOUN
degeneracion,degeneration,0.26,,PROPN
degeneración,"degeneration, degeneracy",0.79,F,NOUN
degenerado,degenerate,0.71,,ADJ
degenerar,"degenerate, to degenerate",0.59,,VERB
degiro,"rotation, degiro",0.26,M,NOUN
degli,"degli, weak",0.59,,PROPN
deglutido,swallowed,0.26,,ADJ
degollamiento,"beheading, throat slitting",0.26,M,NOUN
degrada,"degrades, to demote",0.73,F,NOUN
degradación,"degeneracy, demotion, degradation",0.86,F,NOUN
degradado,"degraded, to demote",0.74,,ADJ
degradar,"degrade, downgrade, to demote",0.68,,VERB
degradarla,"degrade it, downgrade it",0.26,,VERB
degradarlos,"downgrade them, degrade them",0.26,,VERB
degradarme,"demote me, degrade me",0.26,,VERB
degradarse,"degrade, to demote",0.5,,VERB
deguello,"slit, neck",0.26,,PUNCT
degustación,tasting,0.59,F,NOUN
degustar,"to taste, taste",0.68,,VERB
degustarla,taste it,0.26,,VERB
degustarlo,taste it,0.26,,VERB
degustarse,be tasted,0.26,,VERB
dei,dei,0.81,,PROPN
deidad,deity,0.93,F,NOUN
deif,deif,0.26,,PROPN
deificación,deification,0.64,F,NOUN
deificar,deify,0.26,,VERB
deificarlo,"deify him, deify it",0.26,,VERB
deimakos,deimakos,0.26,M,NOUN
dejación,abandonment,0.25,F,NOUN
dejales,let them,0.25,,VERB
dejalos,"leave them, let them",0.25,,VERB
dejame,"to leave, let me",0.73,,VERB
dejar,"let, to leave, leave",0.99,,VERB
dejarla,"to leave, leave her, leave it at, leave it",0.88,,VERB
dejarlas,"to leave, leave them, leave them at",0.83,,VERB
dejarle,"to leave, leave him, let him",0.88,,VERB
dejarles,"to leave, let them",0.84,,VERB
dejarlo,"to leave, leave it at, leave it",0.94,,VERB
dejarlos,"to leave, leave them, let them",0.9,,VERB
dejarme,"to leave, let me, leave me",0.86,,VERB
dejarnos,"to leave, let us, leave us",0.86,,VERB
dejarse,"to leave, go to, let",0.91,,VERB
dejarte,"to leave, leave you, leave",0.84,,VERB
dejádnoslo,"leave it to us, let us know",0.25,,PROPN
dejálo,"leave it alone, leave it at",0.25,,VERB
dejándola,"to leave, leaving her, leaving it",0.65,,VERB
dejándolas,"to leave, leaving them",0.64,,VERB
dejándoles,"to leave, leaving them",0.5,,VERB
dejándonos,"to leave, leaving us",0.64,,VERB
dejárselos,"leave them, let them",0.25,,VERB
dejémonos,"let us leave, let us, de rodeos",0.72,,VERB
dejémosla,let's leave it,0.25,,PRON
del,"the, from, from the, of",1.0,,ADP
delacour,"incriminating, delacour",0.89,,PROPN
delacroix,"delacroix, denunciation",0.73,M,NOUN
delaney,delaney,0.25,,ADJ
delantal,apron,0.77,M,NOUN
delante,"in front of, the front, in front",0.99,,ADV
delantera,"forwards, front, lead, front cabin.",0.88,F,NOUN
delantero,"forward, front",0.92,M,NOUN
delatado,"betrayed, to denounce",0.59,,ADJ
delatar,"give away, to denounce, betray",0.69,,VERB
delatarle,"tell on him, give him away",0.25,,VERB
delatarlo,give it away,0.25,,VERB
delatarlos,"report them, give them away, to denounce",0.5,,VERB
delator,"informer, whistleblower",0.25,M,NOUN
delatora,"informer, whistleblower",0.25,F,NOUN
delbudismo,"of buddhism, delbuddhism",0.25,M,NOUN
delcivilidad,"civility, delcivility",0.25,,PROPN
delcuello,"delcuello, by the neck",0.25,M,NOUN
delectación,"delectation, delight",0.5,F,NOUN
delega,"delegate, delegates",0.25,F,NOUN
delegacion,delegation,0.25,,PROPN
delegación,delegation,0.83,F,NOUN
delegado,delegate,0.89,M,NOUN
delegar,"to delegate, delegate",0.81,,VERB
delegarla,"delegate it to, delegate it",0.25,,VERB
delego,"delegate, i delegate",0.25,M,NOUN
deleitado,delighted,0.25,,ADJ
deleitar,delight,0.25,,VERB
deleitarnos,delight us,0.25,,VERB
deleitarse,"revel, enjoy, to delight",0.5,,VERB
deleitarte,"delight you, to delight",0.5,,VERB
deleite,"gloating, delight",0.77,M,NOUN
deleitoso,"delightful, oily",0.71,,ADJ
deletreado,spelled,0.25,,ADJ
deletrear,spell,0.25,,VERB
deletreo,spelling,0.25,M,NOUN
deletéreo,deleterious,0.25,,ADJ
deley,"of law, deletion mark",0.79,,PROPN
delfina,"delfina, dolphin",0.64,F,NOUN
delfín,dolphin,0.71,M,NOUN
delgadez,thinness,0.71,F,NOUN
delgado,"thin, slim",0.94,,ADJ
delgaducho,"skinny, slim",0.25,,ADJ
delhi,"new delhi, delhi",0.79,,PUNCT
delia,"delia, delta",0.64,M,NOUN
deliberación,deliberation,0.75,F,NOUN
deliberadamente,deliberately,0.9,,ADV
deliberado,deliberate,0.64,,ADJ
deliberar,"to deliberate, deliberate",0.73,,VERB
deliberativo,deliberative,0.25,,ADJ
deliberen,deliberate,0.25,,PROPN
delicadamente,delicately,0.64,,ADV
delicadeza,"delicacy, gentleness",0.82,F,NOUN
delicado,delicate,0.9,,ADJ
delicia,delight,0.9,F,NOUN
deliciosamente,deliciously,0.5,,ADV
delicioso,delicious,0.89,,ADJ
delictivo,criminal,0.77,,ADJ
delicuencia,"delinquency, crime",0.25,F,NOUN
delimitación,"delimitation, demarcation",0.73,F,NOUN
delimitado,"bounded, to demarcate, delimited",0.5,,ADJ
delimitar,"to demarcate, delimit",0.81,,VERB
delimitarlo,delimit it,0.25,,VERB
delimitativa,"delimitative, delimiting",0.25,F,NOUN
delincuencia,"delinquency, crime",0.93,F,NOUN
delincuente,"offender, delinquent",0.92,F,NOUN
delineacion,delineation,0.25,M,NOUN
delineado,"delineated, to outline, border",0.5,,ADJ
delinear,delineate,0.25,,VERB
delinques,"offenses, delinquents",0.25,,SPACE
delinquir,"to commit a crime, commit a crime, to commit an offense",0.68,M,NOUN
delirar,rave,0.25,,VERB
delirio,delirium,0.77,M,NOUN
delirium,delirium,0.25,M,NOUN
delito,"felony, crime",0.97,M,NOUN
dell,"deletion mark, dell",0.96,,PROPN
della,", della, 'della', delta",0.77,,PROPN
delmer,delmer,0.25,M,NOUN
delmeridarca,delmeridarca,0.25,,PROPN
delmonico,"delmonico, color-blind",0.5,,ADJ
deloitte,deloitte,0.25,,PROPN
delon,"delta, delon",0.5,F,NOUN
delroy,delroy,0.25,,PROPN
delrío,"delrío, from the river",0.25,M,NOUN
delso,"also, delso",0.25,,ADJ
delta,delta,0.71,M,NOUN
deltheravāda,"deltheravāda, deltheravada",0.25,M,NOUN
delusión,"tax avoidance, circumvention, delusion",0.5,F,NOUN
delvert,delvert,0.25,,PROPN
demaciado,too much,0.25,,ADJ
demacrado,"emaciated, haggard",0.77,,ADJ
demagogia,"demagogy, demagogue",0.88,F,NOUN
demagogo,demagogue,0.79,,ADJ
demagógicamente,"demagogically, demagogic",0.59,,ADV
demagógico,"demagogic, demagogue",0.77,,ADJ
demal,"evil, demal",0.5,M,NOUN
demand,demand,0.25,F,NOUN
demanda,"request, demand",0.99,F,NOUN
demandado,"the defendant defendants, defendant",0.83,,ADJ
demandante,"demanding, plaintiff, accuser",0.76,F,NOUN
demandar,"request, to sue, sue (to -)",0.85,,VERB
demandarla,sue her,0.25,,VERB
demandarle,sue him,0.25,,VERB
demandarte,"to sue, sue you",0.5,M,NOUN
demandase,"demandase, sued",0.25,F,NOUN
demanera,"by way of, at",0.25,F,NOUN
demarcación,demarcation,0.9,F,NOUN
demarco,"demarc, from marco",0.25,M,NOUN
demasiada,too much,0.94,,DET
demasiadas,too many,0.92,,DET
demasiado,"too much, too",0.99,,ADV
demasiados,too many,0.93,,DET
demasiaro,too much,0.25,,ADJ
demasidado,too much,0.25,,ADJ
demasía,"too much, excess",0.75,,ADV
demencia,dementia,0.75,F,NOUN
demente,"crazy, insane",0.73,,ADV
dementor,"dementor, holder",0.91,M,NOUN
demetrio,"demetrio, demerit",0.73,M,NOUN
demetro,"demeter, diameter",0.5,M,NOUN
demichelli,demichelli,0.25,M,NOUN
deming,deming,0.25,,PRON
demiurgo,demiurge,0.75,,ADJ
demo,demo,0.8,M,NOUN
democracia,democracy,1.0,F,NOUN
democrata,"democratic, democrat",0.5,F,NOUN
democratacristiano,"Christian Democrat, christian democrat",0.25,,ADJ
democratas,democrats,0.25,,PROPN
democratic,democratic,0.5,,ADJ
democraticamente,democratically,0.25,,ADV
democratico,democratic,0.5,,ADJ
democratilamente,democratically,0.25,,ADV
democratización,democratization,0.25,F,NOUN
democratizado,"to democratize, democratized",0.5,,ADJ
democratizador,democratizing,0.25,,ADJ
democratizar,"to democratize, democratize",0.59,,VERB
democratizarla,democratize it,0.25,,VERB
democrito,"democrito, democritus",0.25,M,NOUN
democráticamente,democratically,0.78,,ADV
democrático,democratic,0.95,,ADJ
demodé,demodé,0.25,,ADV
demografía,"demography, demographics",0.59,F,NOUN
demografíaeditar,"demographics, demographicsedit",0.25,,VERB
demográficamente,demographically,0.25,,ADV
demográfico,demographic,0.59,,ADJ
demokratische,demokratische,0.25,,PROPN
demoledor,"wrecker, demolition, demolition man",0.68,M,NOUN
demoler,"demolish, to demolish",0.72,,VERB
demolición,demolition,0.73,F,NOUN
demolido,"demolished, to demolish",0.5,,ADJ
demon,demon,0.25,F,NOUN
demoniaco,demonic,0.25,M,NOUN
demonio,"devil, demon, daemon",0.88,M,NOUN
demonizado,"to demonize, demonized",0.5,,ADJ
demonizar,"to demonize, demonize, demonize (to -",0.77,,VERB
demonizarlos,demonize them,0.25,,VERB
demoníaco,demonic,0.75,M,NOUN
demoníaeo,"demo, demonic",0.25,,PROPN
demorar,"delay, to take",0.71,,VERB
demorarlo,"delay it, to take",0.5,,VERB
demorarlos,delay them,0.25,,VERB
demorarme,delay me,0.25,,VERB
demorarnos,"delay, delay us, to take",0.59,,VERB
demorarse,"delay, to take",0.59,,VERB
demoscopia,demoscopy,0.25,F,NOUN
demosle,let's give him,0.25,,AUX
demostar,"demonstrate, to prove",0.5,,VERB
demostrabiidad,demonstrability,0.25,F,NOUN
demostrabilidad,"demonstrability, provability",0.25,F,NOUN
demostracion,"demonstration, proof",0.5,,PROPN
demostración,"demonstration, proof",0.93,F,NOUN
demostrado,"to prove, proven, demonstrated",0.96,,ADJ
demostrandomelo,proving it to me,0.25,,VERB
demostrar,"to prove, demonstrate, show, form part of",0.96,,VERB
demostrarla,"demonstrate it, prove it",0.25,,VERB
demostrarle,"show him, demonstrate to you",0.77,,VERB
demostrarles,show them,0.59,,VERB
demostrarlo,prove it,0.83,,VERB
demostrarlos,"prove them, demonstrate them",0.25,,VERB
demostrarme,show me,0.5,,VERB
demostrarse,"be demonstrated, prove",0.74,,VERB
demostrativo,"demonstrative, illustrative",0.59,,ADJ
demostrárselo,"prove it to them, show him",0.25,,VERB
demostrártelo,prove it to you,0.25,,VERB
dempsey,dempsey,0.5,,PROPN
dempués,"then, later",0.69,,VERB
demudado,"emaciated, to alter, faded",0.5,,ADJ
demuesta,"demonstrates, see",0.25,F,NOUN
demuéstraselo,"show him, prove it to yourself",0.25,M,NOUN
demás,"the rest, other",0.99,,PRON
demócrata,"democratic, democrat",0.98,F,NOUN
demócrito,"democritus, demerit",0.79,,VERB
demógrafo,demographer,0.25,M,NOUN
demónico,demonic,0.25,,ADJ
dende,"from, where, since",0.5,,NUM
denegación,"denial, refusal",0.79,F,NOUN
denegado,"to refuse, denied",0.5,,ADJ
denegar,"deny, to refuse",0.59,,VERB
denegarlo,deny it,0.25,,VERB
denengandome,"denying me, denengandome",0.25,,PROPN
deniegen,"deny, deniegen",0.25,F,NOUN
denigra,denigrates,0.25,,VERB
denigrado,denigrated,0.25,,ADJ
denigrar,denigrate,0.25,,VERB
denique,denique,0.5,,SCONJ
denise,denise,0.25,F,NOUN
denkō,"denko, denkō",0.25,,PROPN
denmelikes,denmelikes,0.25,,PROPN
denodadamente,boldly,0.25,,ADV
denodado,"brave, valiant",0.25,,ADJ
denomilnó,"called, denominated",0.25,M,NOUN
denominación,"denomination, name",0.9,F,NOUN
denominado,called,0.93,,ADJ
denominador,denominator,0.61,,ADJ
denominar,"call, name",0.84,,VERB
denominarla,"call it, name it",0.59,,VERB
denominarse,be called,0.64,,VERB
denominé,"i named, I called",0.25,,VERB
denostar,"denigrate, insult, to revile",0.59,,VERB
denostarlo,"insult him, vilify him",0.25,,VERB
denotado,denoted,0.25,,ADJ
denpasar,denpasar,0.25,,VERB
densamente,densely,0.71,,ADV
densaugeo,densaugeo,0.25,,VERB
densidad,"density, thickness",0.86,F,NOUN
densidá,"density, thickness",0.5,M,NOUN
denso,dense,0.86,,ADJ
dentadura,"teeth, denture",0.72,F,NOUN
dente,"tooth, dente",0.25,F,NOUN
dentista,dentist,0.64,F,NOUN
denton,denton,0.25,,PROPN
dentro,"inside, within",1.0,,ADV
dentífrico,toothpaste,0.25,,ADJ
denudez,"denudity, nakedness",0.25,F,NOUN
denue,"deny, denue",0.5,,PROPN
denuedo,"courage, boldness",0.25,,ADJ
denuesta,"insult, denounces",0.25,F,NOUN
denunciado,"denounced, reported, to report",0.9,,ADJ
denunciante,"person who reports crime, complainant",0.73,,ADV
denunciar,"report, to report",0.92,,VERB
denunciarle,"to report, denounce him",0.59,,VERB
denunciarlo,report it,0.75,,VERB
denunciarlos,"report them, denounce them",0.25,,VERB
denunciarme,"denounce me, report me, to report",0.5,,VERB
denunciarte,"report you, to report, denounce you",0.59,,VERB
denuncio,"denounce, report, denouncement",0.5,M,NOUN
denunciándolo,denouncing it,0.25,,VERB
denver,denver,0.84,,PROPN
denys,"danish, denys",0.5,,PROPN
deo,"neonatal, god, deo",0.71,,SPACE
deokwon,deokwon,0.25,,ADJ
deontological,deontological,0.25,M,NOUN
deontología,deontology,0.5,F,NOUN
dep,"dept, d.e.p, dep",0.53,,SPACE
depa,"deep, apartment",0.25,,PROPN
depago,"depayment, payment",0.25,M,NOUN
deparado,"under, provided",0.59,,ADJ
deparar,"from, yield",0.25,,VERB
departament,department,0.25,,PROPN
departamento,department,0.98,M,NOUN
dependencia,"employment, dependence",0.96,F,NOUN
depender,"to depend, rely on",0.91,,VERB
dependido,"to depend, dependent",0.64,,ADJ
dependiera,"to depend, depended, depends",0.64,,AUX
depente,"depente, dependent",0.24,,ADV
deplazado,displaced,0.24,M,NOUN
deplorablemente,woefully,0.24,M,NOUN
deponer,"depose, send to",0.59,,VERB
depor,"sports, to leave, sport",0.59,M,NOUN
deportación,deportation,0.77,F,NOUN
deportado,"to deport, deportee, deported",0.59,,ADJ
deportar,deport,0.24,,VERB
deportarlos,deport them,0.24,,VERB
deporte,sport,0.96,M,NOUN
deportista,"sportsman, athlete, sporty",0.84,F,NOUN
deportividad,sportsmanship,0.24,F,NOUN
deportivización,"sports car, sportsmanship, deportivization",0.5,F,NOUN
deportivo,sports,0.93,,ADJ
deportivu,"sports, deportivu, sporty",0.64,,PROPN
depositado,"deposited, to place",0.73,,ADJ
depositar,"deposit, to deposit, to place",0.87,,VERB
depositario,"depositary, deposit taker",0.59,,ADJ
depositarla,deposit it,0.24,,VERB
depositarlo,deposit it,0.24,,VERB
depositarlos,deposit them,0.24,,VERB
depositarse,"settle, be deposited",0.24,,VERB
deposite,"deposit, to place",0.68,,VERB
deposito,deposit,0.24,M,NOUN
depot,"depot, sport",0.5,,PROPN
depp,"finger, depp",0.87,,ADJ
depravación,"depravity, act of depravity",0.5,F,NOUN
depravado,depraved,0.64,,ADJ
depre,"depre, depress",0.24,F,NOUN
deprecia,"to depreciate, depreciates, depreciation",0.5,F,NOUN
depreciación,depreciation,0.68,F,NOUN
depreciado,"to depreciate, depreciated",0.72,,ADJ
depredación,predation,0.24,F,NOUN
depredado,"depredated, predated",0.24,M,NOUN
depredador,"predatory, predator",0.5,M,NOUN
depresentarlo,"depresent it, to submit it to",0.24,,VERB
depresiva,depressive,0.59,F,NOUN
depresivo,"depressant, depressive",0.24,,ADJ
depresión,depression,0.93,F,NOUN
deprimido,depressed,0.79,,ADJ
deprimir,"to depress, depress",0.5,,VERB
deprimirnos,get depressed,0.24,,VERB
deprisa,"quickly, fast",0.91,,ADV
deprivación,deprivation,0.24,F,NOUN
depsues,"later, after, depsues",0.5,,PROPN
depto,"crime, dept",0.53,M,NOUN
depuesto,deposed,0.72,,ADJ
depuración,"debugging, depuration, treatment",0.75,F,NOUN
depurado,"purged, debugged",0.24,,ADJ
depuradora,"treatment plant, sewage treatment plant",0.24,F,NOUN
depurar,"debug, purge, to purify",0.71,,VERB
depués,"then, after",0.24,,ADV
depósito,"warehouse, deposit",0.92,M,NOUN
deque,"about what, deque",0.24,,SPACE
der,"der, to be, right",0.93,,PROPN
derassollo,derassollo,0.24,M,NOUN
derbez,"derbez, to owe",0.59,F,NOUN
derbi,"derby, derbi",0.24,M,NOUN
derechaaaaa,"rightyyyy, right",0.24,,PROPN
derechita,right,0.24,F,NOUN
derecho,right,0.99,M,NOUN
derechona,"right-wing, straight",0.24,,PROPN
derek,"derek, to owe",0.85,M,NOUN
deri,"deri, deris",0.24,,SPACE
derivación,"derivation, referral",0.75,F,NOUN
derivar,"to derive from sth, derive",0.83,,VERB
derivarnos,"refer us to, derive us",0.24,,VERB
derivarse,"to derive from sth, derive",0.72,,VERB
dermatology,dermatology,0.24,,PROPN
dernhelm,dernhelm,0.84,,ADJ
derogación,"repeal, abolition",0.79,F,NOUN
derogar,"to abolish, repeal, derogate",0.74,,VERB
derogarla,repeal it,0.24,,VERB
derrama,"pour out, spill, apportionment",0.7,M,NOUN
derramado,"to spill, spilled",0.59,,ADJ
derramamiento,"shedding, spillage, spilling",0.79,M,NOUN
derramar,"spill, to spill",0.79,,VERB
derramarse,"spill, to spill, spill over",0.5,,VERB
derrame,"spill, leak, 367-368 effusions",0.77,M,NOUN
derredor,around,0.72,M,NOUN
derrepente,"all of a sudden, suddenly, fit",0.64,,ADV
derretido,"melted, to melt",0.75,,ADJ
derretimiento,melting,0.24,M,NOUN
derretir,"to melt, melt",0.5,,VERB
derretirse,"to melt, melt",0.59,,VERB
derretiré,"I will melt, i will melt",0.24,,VERB
derri,derri,0.24,,PROPN
derribar,"i bring down, to demolish, shoot down, take down",0.87,,VERB
